yfukcu,lhnpgel,dejgqsnl,ttzsbzzztt,fswewrmgbl,lqwtwpo,wnlat,jfgmzi,tqpvwxqsvk,kozisucyqc
755,950,638,396,3,774,921,88,57,277
679,150,353,284,305,648,126,355,383,170
670,619,677,238,539,416,624,525,85,371
757,145,144,723,261,397,335,827,496,993
34,214,583,723,473,669,765,665,522,127
267,595,863,786,639,927,562,56,897,914
210,336,829,329,898,34,814,940,302,682
86,829,279,776,110,770,163,811,510,329
764,538,968,719,963,104,909,111,263,593
343,256,57,319,535,864,123,455,34,763
102,510,289,478,214,176,707,243,813,132
282,202,902,977,727,538,373,598,956,429
184,80,418,95,492,722,267,34,49,60
532,489,194,494,14,283,376,890,474,795
471,557,377,216,895,182,553,203,244,849
927,230,382,724,88,923,466,997,754,606
866,987,200,346,867,407,84,752,144,622
428,119,431,792,835,4,521,341,754,620
851,205,313,446,735,26,960,420,875,447
381,820,886,999,850,984,914,319,121,613
900,53,626,478,836,869,218,239,863,0
804,671,318,972,781,97,129,812,375,622
809,988,726,874,981,490,679,913,213,709
121,500,135,422,325,545,368,984,635,733
560,573,531,369,963,893,777,243,515,261
557,508,870,368,314,762,1,31,125,676
233,428,1,935,841,452,345,815,397,337
415,733,407,811,515,454,889,977,900,311
673,988,992,833,974,326,449,809,180,111
