yfukcu,lhnpgel,dejgqsnl,ttzsbzzztt,fswewrmgbl,lqwtwpo,wnlat,jfgmzi,tqpvwxqsvk,kozisucyqc
983,77,351,490,259,183,230,461,159,262
398,750,561,787,148,732,247,594,730,948
40,439,470,849,398,203,42,104,213,14
154,961,369,656,912,624,147,951,661,461
172,444,346,332,398,210,330,903,949,976
580,663,706,544,801,841,162,119,899,810
840,274,876,138,387,259,989,474,432,884
575,483,397,107,746,140,572,548,587,510
36,403,376,763,395,192,423,833,528,508
79,890,600,251,641,817,657,245,353,983
917,559,874,93,263,928,385,439,886,811
871,374,804,37,450,519,339,554,32,519
740,880,10,910,277,186,533,580,569,865
567,734,862,720,627,766,86,77,256,741
3,703,125,978,614,360,235,792,287,320
485,774,828,140,704,627,561,721,463,59
