yfukcu,lhnpgel,dejgqsnl,ttzsbzzztt,fswewrmgbl,lqwtwpo,wnlat,jfgmzi,tqpvwxqsvk,kozisucyqc
0,421,774,43,995,886,243,400,850,969
182,131,890,909,291,890,707,271,348,270
154,307,199,983,328,249,110,664,986,310
628,523,750,295,780,719,987,906,789,408
421,958,185,794,445,55,949,899,413,727
794,771,776,35,563,996,412,664,848,49
615,973,748,239,425,610,37,190,205,594
868,526,600,845,65,382,504,570,307,10
793,395,691,769,618,669,348,383,429,555
913,123,370,726,909,549,764,739,827,200
707,815,284,97,670,771,135,970,501,959
909,835,969,539,323,351,844,878,607,945
287,995,76,117,157,297,47,545,436,399
746,28,381,772,50,630,808,887,614,311
902,292,794,919,889,122,732,100,669,303
33,418,321,379,60,156,195,695,413,286
911,776,228,551,790,269,623,349,420,380
218,583,151,947,381,142,320,252,255,391
930,922,946,176,866,147,976,492,968,686
891,236,759,717,402,192,687,596,137,745
280,850,918,258,130,378,580,358,489,581
305,53,63,193,180,956,253,474,292,63
482,179,153,441,319,980,530,730,942,881
527,397,416,56,51,360,457,421,177,612
437,180,152,559,567,732,536,516,167,664
877,162,934,644,302,621,50,614,279,632
624,969,337,563,968,563,365,830,794,675
236,838,11,818,353,503,82,710,51,830
849,506,189,852,985,25,337,184,947,940
792,604,942,58,389,981,896,719,29,975
774,343,922,648,337,194,646,717,459,390
66,722,114,167,459,812,892,110,624,943
37,781,602,302,1,344,725,789,629,764
34,569,178,200,48,191,818,309,958,736
943,963,320,787,817,34,999,377,719,680
206,688,288,75,572,422,851,463,485,157
367,924,122,234,568,697,335,300,498,432
713,413,831,870,788,213,551,699,222,821
168,988,57,364,417,906,724,454,371,112
644,285,965,585,691,6,500,205,521,664
791,195,625,330,207,584,147,428,155,520
852,269,407,166,959,490,846,912,661,178
873,942,349,285,33,181,370,949,248,596
578,659,539,165,267,9,648,518,880,262
704,413,233,314,872,846,852,518,187,282
737,543,286,18,86,311,28,978,209,410
671,389,773,826,650,826,836,527,846,663
929,249,158,300,416,347,191,754,149,564
433,971,723,153,647,222,597,40,32,848
597,24,465,420,743,355,969,260,6,723
170,434,864,441,435,71,979,659,691,269
47,795,331,763,785,728,860,746,351,51
534,714,6,23,904,400,86,469,343,696
93,18,820,274,25,955,893,683,707,249
543,562,133,133,881,469,722,284,240,448
220,440,613,440,846,977,460,573,49,469
705,962,334,655,311,782,818,208,637,234
157,921,331,858,419,868,588,764,236,897
678,617,310,962,888,972,392,538,731,882
686,210,258,514,34,98,853,931,657,808
604,633,220,552,646,907,65,602,310,915
237,671,994,97,982,358,0,838,592,87
828,651,694,475,81,782,5,385,913,919
336,129,727,392,236,870,891,252,438,543
188,340,458,70,720,375,244,720,585,8
737,66,520,648,109,284,26,59,2,761
412,78,479,573,983,660,827,367,959,79
106,831,631,650,404,207,498,199,888,724
923,84,958,742,346,503,274,159,986,849
503,888,320,887,154,514,173,746,297,981
267,35,279,241,769,253,697,119,593,595
842,199,746,188,858,899,649,814,347,808
903,768,693,281,949,911,609,209,774,173
50,194,311,356,488,260,641,471,132,443
614,848,831,828,412,240,964,420,16,462
721,635,866,824,477,868,591,594,249,674
195,457,978,241,872,64,790,688,980,80
130,730,293,8,176,194,741,285,844,632
197,4,618,88,453,299,615,395,385,207
936,868,533,812,437,951,921,140,361,188
696,107,749,547,934,192,87,556,245,808
680,729,352,789,803,936,684,15,702,667
461,607,776,700,773,698,275,988,712,683
323,901,571,810,901,22,692,633,67,69
683,6,867,929,735,324,894,882,312,492
724,991,223,915,479,654,737,152,911,326
802,171,549,524,565,39,713,427,155,457
118,21,447,380,568,194,752,610,814,865
159,191,816,236,800,374,829,614,284,252
495,797,57,700,551,752,708,578,527,646
727,55,309,768,989,33,33,564,954,357
779,994,811,815,300,501,668,523,784,569
636,843,719,431,70,810,917,522,675,72
195,776,209,791,841,287,859,259,294,790
742,505,417,66,769,97,251,636,938,65
373,172,813,487,742,478,454,726,522,630
104,260,672,642,102,26,15,643,465,337
759,16,367,312,243,915,632,71,928,705
