yfukcu,lhnpgel,dejgqsnl,ttzsbzzztt,fswewrmgbl,lqwtwpo,wnlat,jfgmzi,tqpvwxqsvk,kozisucyqc
860,668,531,157,544,995,927,644,560,913
43,235,702,342,714,396,742,23,318,770
619,835,443,557,156,262,535,935,964,121
342,136,903,769,417,723,811,237,208,8
747,210,946,640,949,399,658,517,832,355
0,750,268,97,343,322,493,73,333,147
725,648,286,165,589,886,397,412,192,478
558,886,628,145,239,828,861,933,458,184
243,407,422,667,945,675,963,422,521,110
123,984,654,754,144,304,918,48,923,911
310,135,487,733,90,101,854,42,379,40
883,175,468,717,985,993,694,765,740,93
589,145,316,187,924,737,306,967,157,433
586,400,805,483,315,392,359,350,207,44
32,763,306,535,957,556,710,601,44,322
164,962,552,400,37,845,710,415,723,970
866,437,631,947,371,519,24,334,935,37
570,489,245,213,44,967,614,382,847,776
86,135,658,345,163,798,918,616,441,794
753,530,215,475,698,952,662,347,946,784
558,393,422,831,765,218,305,678,393,796
434,623,80,316,774,697,72,922,25,852
31,968,154,29,302,754,145,551,834,368
917,152,474,699,627,565,506,942,797,605
811,953,526,515,852,981,487,133,664,908
366,171,710,961,293,642,732,224,803,865
787,670,68,997,643,38,608,991,338,75
901,38,302,479,670,591,949,887,314,977
710,57,267,639,275,481,139,269,362,336
258,81,119,132,179,298,360,754,436,155
313,846,734,613,439,996,425,527,361,603
491,110,85,699,392,537,53,298,94,169
786,528,843,790,100,486,717,680,438,601
683,541,913,508,87,635,13,825,796,463
737,287,824,640,255,597,900,520,825,812
123,969,920,380,188,112,59,180,283,230
232,911,513,98,218,13,657,114,12,882
671,922,996,218,774,219,388,218,442,903
899,241,577,95,235,52,269,619,403,28
544,688,735,956,898,544,125,931,742,562
440,893,102,395,375,167,357,912,708,412
687,167,337,971,226,404,870,761,556,598
19,410,705,862,459,590,518,897,228,603
